epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,132.9202880859375,7.344809532165527,132.9202880859375,12.053686141967773,2.8249940872192383,12.053686141967773
1,93.19192504882812,6.414638042449951,93.19192504882812,6.824790000915527,2.2453439235687256,6.824790000915527
2,88.04867553710938,6.160699367523193,88.04867553710938,7.074224948883057,2.392498254776001,7.074224948883057
3,86.83171844482422,6.0809431076049805,86.83171844482422,42.61013412475586,4.94132137298584,42.61013412475586
4,81.61646270751953,5.8555145263671875,81.61646270751953,6.88625955581665,2.4166786670684814,6.88625955581665
5,78.05394744873047,5.672178268432617,78.05394744873047,5.223999977111816,2.011321783065796,5.223999977111816
6,75.48284912109375,5.530725479125977,75.48284912109375,7.465351104736328,2.486039638519287,7.465351104736328
7,70.71956634521484,5.294017314910889,70.71956634521484,13.001760482788086,3.122816324234009,13.001760482788086
8,67.8265380859375,5.108217716217041,67.8265380859375,14.733346939086914,3.4490749835968018,14.733346939086914
9,64.40654754638672,4.975805759429932,64.40654754638672,9.354248046875,2.6965527534484863,9.354248046875
10,61.69565200805664,4.78382682800293,61.69565200805664,3.848112106323242,1.708067774772644,3.848112106323242
11,57.53522872924805,4.591832637786865,57.53522872924805,2.2996459007263184,1.225067138671875,2.2996459007263184
12,55.862186431884766,4.503966331481934,55.862186431884766,7.196910858154297,2.491239070892334,7.196910858154297
13,52.97871017456055,4.336650848388672,52.97871017456055,5.942834854125977,2.194070816040039,5.942834854125977
14,50.80268478393555,4.225287437438965,50.80268478393555,2.987396717071533,1.3436076641082764,2.987396717071533
15,47.019500732421875,4.057821273803711,47.019500732421875,5.49064826965332,2.232713460922241,5.49064826965332
16,44.27985763549805,3.9305567741394043,44.27985763549805,9.983139991760254,2.8886005878448486,9.983139991760254
17,42.14720153808594,3.817202091217041,42.14720153808594,12.201421737670898,3.1253855228424072,12.201421737670898
18,40.172080993652344,3.747314929962158,40.172080993652344,3.0473098754882812,1.5008549690246582,3.0473098754882812
19,38.975826263427734,3.681424856185913,38.975826263427734,3.6795928478240967,1.7725415229797363,3.6795928478240967
20,36.08393478393555,3.5495898723602295,36.08393478393555,2.792517900466919,1.4674959182739258,2.792517900466919
21,33.466087341308594,3.4171135425567627,33.466087341308594,3.890016794204712,1.8350675106048584,3.890016794204712
